source,title,company,location,description,link,sponsorship
Lever,Infrastructure Solution Architect - US,mistral,Palo Alto,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/01384cb8-1218-4116-a040-2c97eb1a300b,Unclear
Lever,"Network Engineer, HPC - Paris Region",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/6857fa38-ce30-4513-9930-acf7d78d42ed,Unclear
Lever,"Product Manager, AI Studio",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/6201f9a0-233f-4de3-a8cc-65b75e99370f,Unclear
Lever,"Product Manager, Audio",mistral,Paris,"Role summary We’re seeking a strategic and execution-focused Product Manager to define and deliver the future of AI-generated audio and voice interfaces. We have recently released Voxtral, our state‑o",https://jobs.lever.co/mistral/e769b26a-90e9-4c6f-877c-a145a93f705d,Unclear
Lever,"Product Manager, Context & Search",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c08c3a0f-9899-4e6c-8195-8b1cc24c56ff,Unclear
Lever,"Product Manager, Forge",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/11087966-f183-44b1-adc9-3a400c1f52ad,Unclear
Lever,"Product Manager, Mistral Vibe",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/650e0e53-dc35-4e61-9b46-6f7ef003d0be,Unclear
Lever,Research Engineer - Robotics,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/ef744f52-3ceb-42f1-84f6-1c8bde220eb1,Unclear
Lever,Site Reliability Engineer,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/6e16e4fa-a60b-4270-a815-06b0450fb597,Unclear
Lever,"Software Engineer, Frontend",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/305432ef-27ac-4012-a893-a662813ac6e9,Unclear
Lever,"Software Engineer, Backend (Paris)",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/e76d2957-2bf6-4d8f-90a2-29bf9a927823,Unclear
Lever,"Software Engineer, Cloud Deployments",mistral,"New York, NY","About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/4db39406-fcec-4f12-abc1-42ecaa50d84f,Unclear
Lever,"Software Engineer, Deployment Infrastructure",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/31364497-4081-454a-b50c-12d15daf6876,Unclear
Lever,"Software Engineer, DevEx",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c9e16eb0-0cb9-423d-8495-a96d10782622,Unclear
Lever,"Software Engineer, DevOps, Research Platform",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/18be2b70-c05d-48e4-82ac-e5cb462c96c0,Unclear
Lever,"Software Engineer, Enterprise Agents",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/3eef7a1f-cd9d-430e-ac67-9d52534c346a,Unclear
Lever,"Software Engineer, Knowledge and Search",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/70d5293a-9183-40d9-874a-cc08a14d5de6,Unclear
Lever,Talent Acquisition - EMEA (Contractor),mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/b1005559-123a-4207-97c1-60fcd67bef5b,Unclear
Lever,Talent Acquisition - US (Contractor),mistral,Palo Alto,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/9c9bd375-c6d3-46a4-8338-4882254cc717,Unclear
Lever,"Team Lead, SOC (Security Operations Center)",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/e0b55281-55c6-4143-9bf8-e4418c667f9f,Unclear
Lever,"Technical Program Manager, Engineering",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/a1854159-922e-4de7-adb6-7c1b608c147f,Unclear
Lever,Engineering Manager,matillion,Hyderabad,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/41c4e579-01c5-41b2-b255-e75753b15676,Unclear
Lever,Enterprise Account Executive - Atlanta,matillion,East Coast USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/c3171182-5c15-43da-bf47-00ee03cd8f53,Unclear
Lever,Enterprise Account Executive - Austin,matillion,Central USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/9e298c14-736c-4b0d-aee7-653655f3f5ee,Unclear
Lever,Enterprise Account Executive - Boston,matillion,East Coast USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/d1e30399-742d-4a36-be74-5008af810606,Unclear
Lever,Enterprise Account Executive - Central US,matillion,Central USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/867a370a-77c7-41ec-afee-563b4ec0ca1c,Unclear
Lever,Enterprise Account Executive - Chicago,matillion,Central USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/d2d936e3-c806-43e6-bcb6-7a4df4d13ef7,Unclear
Lever,Enterprise Account Executive - New York City,matillion,East Coast USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/4c186ae2-583d-47fa-81ba-a296beac85a7,Unclear
Lever,Enterprise Account Executive - San Francisco,matillion,West Coast USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/61c38e35-f7bc-459c-a738-6ca6e6fae724,Unclear
Lever,Enterprise Account Executive - West Coast,matillion,West Coast USA,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/8adada77-59a2-4241-8485-e85bed88a2c6,Unclear
Lever,Principal Performance Engineer,matillion,Hyderabad,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/d7d24efb-a115-4baa-9535-febd85d2c370,Unclear
Lever,Senior Software Engineer - Developer Experience,matillion,Hyderabad,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/633ce500-fe10-44df-bb66-188cc67411a3,Unclear
Lever,Senior Staff Software Engineer,matillion,Hyderabad,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/873d7ec8-242f-45d8-a5dc-5388fb471897,Unclear
Lever,Staff Software Engineer - Java,matillion,Hyderabad,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/ce59939a-1ad1-4d70-9a33-57f142294073,Unclear
Lever,Operations Data Analyst,octoenergy,Ascoli Piceno (IT),"Benvenuti nel futuro dell’energia! La missione di Octopus Energy è rendere l’energia rinnovabile accessibile a tutti. Grazie alla tecnologia, stiamo guidando la rivoluzione energetica a livello global",https://jobs.lever.co/octoenergy/9fd6ea0e-7a8c-4157-9eb8-b15be3d32b81,Unclear
Lever,"Analyst, Licensing Finance – FP&A",spotify,"New York, NY","Spotify is seeking a highly analytical and motivated Analyst to join its Licensing Finance team within FP&A. In this role, you will help shape and evaluate the financial impact of Spotify’s major labe",https://jobs.lever.co/spotify/cc5ccf57-b851-4c25-8840-ed4cd0535c12,Unclear
Lever,Payroll Specialist,spotify,"New York, NY","We’re looking for a Payroll Analyst who is detail-oriented, collaborative, and eager to make an impact. In this role, you’ll help ensure every team member across North America is paid accurately and o",https://jobs.lever.co/spotify/184f631b-b751-49d9-bacb-5695b1e3a8e8,Unclear
Lever,"Senior Analyst, FP&A, Music Publishing Deal Analysis",spotify,"New York, NY","You’ll join the Music Publishing Deal Analysis team within FP&A, where we partner closely with Licensing, Legal, and Finance to shape the economics behind Spotify’s music business. This team plays a k",https://jobs.lever.co/spotify/a7768944-809a-43bf-972e-7221d223331f,Unclear
Adzuna,Senior Machine Learning Engineer,Anson Mccade,"Cardiff County, Wales","Senior Machine Learning Engineer Location: Primarily London & Cardiff Work model : Hybrid | 3 days travel across the UK, with expenses fully covered Salary: Up to £110,000 Package Sole British Nationa",https://www.adzuna.co.uk/jobs/land/ad/5684123098?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=B3A411C5F9E4A1BE2C5F3F2A84E274D5F129989D,Unclear
Adzuna,Lead Machine Learning Engineer,Anson Mccade,"Cardiff County, Wales","Location: London Work model: Hybrid | 3 days travel per week across the UK, with expenses fully covered Salary: Up to £125,000 Package Sole British National - Eligible for security clearance Who youll",https://www.adzuna.co.uk/jobs/land/ad/5684123225?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=D04140C4CD956AABB95D5BE86B80D7906E073C1D,Unclear
Adzuna,Machine Learning Engineer,Experis UK,"Bristol, South West England",Senior Machine Learning Engineer (Outside IR35) | 6‑Month Contract Bristol (Hybrid – ~20% onsite) Build Machine Learning that Actually Matters This isn’t another recommender system. This isn’t ad‑tech,https://www.adzuna.co.uk/jobs/land/ad/5677802693?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=DFC8416384C74A321B5CBB0EC39DF67AC8FAEC9B,Unclear
Adzuna,Senior Machine Learning Engineer,Sage,"Newcastle Upon Tyne, Tyne & Wear",Job Title Senior Machine Learning Engineer Job Description We are looking for a Senior ML Engineer to take technical ownership of our machine learning production environment. You will lead the transit,https://www.adzuna.co.uk/jobs/land/ad/5688574721?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=284C6C94FDCF6FCE35F9509248DC195F42B04005,Unclear
Adzuna,Senior Machine Learning Engineer,Advanced Resource Managers Limited,"Bristol, South West England","Senior Machine Learning Engineer 6 month contract Based in Bristol Offering circa £75ph Outside IR35 Do you have experience designing, building, and optimising ML models? Do you have experience in Pyt",https://www.adzuna.co.uk/jobs/land/ad/5673653278?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=5964E7AA6E48CC2CE4FEC3DD2C0476DC71E8C99E,Unclear
Adzuna,Senior Machine Learning Engineer,Advanced Resource Managers,"Bristol, South West England","Senior Machine Learning Engineer 6 month contract Based in Bristol Offering circa £75ph Outside IR35 Do you have experience designing, building, and optimising ML models? Do you have experience in Pyt",https://www.adzuna.co.uk/jobs/land/ad/5674962551?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=6EE7F24B86BA2EB2A781F95CF0740F3407745672,Unclear
Adzuna,Software Engineer,Euro Projects Recruitment,"Whiteley, Fareham","Software Engineer (Embedded / Algorithms / Machine Learning), Southampton, £35K - £45K £35,000 to £45,000 salary guide (depending on experience) excellent benefits flexible working 27 days holiday (in",https://www.adzuna.co.uk/jobs/land/ad/5679240371?se=-Oaod7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=8F2D29DAF9112D472EAC0AF3731BE5D9569B4FF5,Unclear
Adzuna,Software Engineer,Euro-Projects Recruitment Ltd,"Fareham Common, Fareham","Software Engineer (Embedded / Algorithms / Machine Learning), Southampton, £35K - £45K * £35,000 to £45,000 salary guide (depending on experience) excellent benefits flexible working * 27 days holiday",https://www.adzuna.co.uk/jobs/land/ad/5673273681?se=-Oaod7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=216099F798912FEFCD6D5B0CA456E6EDC83F435F,Unclear
Adzuna,Software Engineer,Euro Projects Recruitment,"Fareham, Hampshire","Software Engineer (Embedded / Algorithms / Machine Learning), Southampton, £35K - £45K £35,000 to £45,000 salary guide (depending on experience) excellent benefits flexible working 27 days holiday (in",https://www.adzuna.co.uk/jobs/details/5673625960?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Senior Ai Engineer,Chroma Recruitment Ltd,"Chester, Cheshire","Senior AI Software Engineer Chester, Hybrid £60,000 plus excellent benefits Hiring on behalf of a leading organisation in the financial services sector Chroma is supporting a growing technology focuse",https://www.adzuna.co.uk/jobs/land/ad/5670512273?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=22AD5B6743BF785D5001C900C120A85A66DF08AB,Unclear
Adzuna,Senior AI Engineer,PA Consulting Services Ltd,"Belfast, Northern Ireland","Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of inte",https://www.adzuna.co.uk/jobs/land/ad/5683433306?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=82AA40816888AC7FCCB735A273BFA04EFA46B26F,Unclear
Adzuna,Senior AI Engineer,PA Consulting Services Ltd,"Belfast, Northern Ireland","Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of inte",https://www.adzuna.co.uk/jobs/land/ad/5683433296?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=D8098CA44880E7504DD0165EB03F7FFBF557329C,Unclear
Adzuna,Senior / Lead AI Engineer,Ocho,"Belfast, Northern Ireland",Senior /Lead AI Engineer (Exclusive OchoX client ) Hybrid role - 3 days in state of the art Belfast office We are seeking a visionary AI Engineer to join a fast-growing SaaS security-organisation spec,https://www.adzuna.co.uk/jobs/land/ad/5670326225?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=24DC691846A725ADD872655045F881A1CDA2A4BA,Unclear
Adzuna,Agentic AI Engineer,Everlinked Ltd,"Newquay, Cornwall",Were looking for someone rare. Not a traditional developer. Not someone whos just played around with AI tools. Someone who lives and breathes this space. The opportunity Everlinked is evolving. Weve s,https://www.adzuna.co.uk/jobs/land/ad/5689932347?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=EF267BD3257F7FB37A76B705BE57631D6E06680A,Unclear
Adzuna,AI Engineer,CODEVERSE LIMITED,"Birmingham, West Midlands",AI/ML Engineer – Consumer Analytics We are seeking an AI/ML Engineer with a strong statistical background and hands-on experience in signal engineering and interpretation to support next best offer (N,https://www.adzuna.co.uk/jobs/land/ad/5661803719?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=EB261CD0D1174378FE44E0DF24CA73989218463F,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Birmingham, West Midlands",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5682428964?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=C747DB0B525850E1DE31495D69962775202EC1FE,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Blackburn, Lancashire",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5682671974?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=8185668C6A555A91D7A0E23170EB8D277EA769D9,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Aberdeen, Aberdeenshire",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360307?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=A3A1C3EA27E05D33A97FF55AA54CF958E52F440B,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Cambridge, Cambridgeshire",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360293?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=26D050952066A159A310EFA5E651109B95C84056,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Oxford, Oxfordshire",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360299?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=CA7670EB04D30565281009384324B68393F98334,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Liverpool, Merseyside",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360305?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F4CEC1FBE7509E17C6991F7F828458289B03EFB0,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Gillingham, Kent",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360300?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F7F0F92526903C8FE827AD743CBAC949AF67C5A0,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Canal Foot, Ulverston","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683783?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=C304FA220B4A8B2E62EBC9C682E8AF841A2DFF34,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Gargrave, Skipton","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683785?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=F9EFB310FBF83A76DF64877DD485472901B918F2,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Helsington, Kendal","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683781?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=D73237CBFA9161D1EE4540AEFD0EAFC988118CEE,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Cow Brow, Lupton","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683780?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=9FBC0B9AC6E9125E587B4479DB80A5C0E6422DF7,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Ackenthwaite, Milnthorpe","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683788?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=7F1CA3A9646DB1FBC39FBE2A2E55DDF60312BA7C,Unclear
Adzuna,HR System and Data Analyst - Maternity Cover,Witherslack Group,"Bardsea, Ulverston","Salary; £40,000 - £50,000 depending on experience Location; Remote Please note this is a 15 month fixed term contract. Those huge small victories We are the highest Ofsted-rated provider in the countr",https://www.adzuna.co.uk/jobs/land/ad/5680683784?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=A186FC1F750FB90C038C93793F515541488A610E,Unclear
Adzuna,Business Data Analyst,Wellington Professional Recruitment,"Belfast, Northern Ireland","Business Data Analyst Our Public Body Client requires a Property Business Data Analyst to join their Property & Estates Division , where you will play a key role in improving information management, b",https://www.adzuna.co.uk/jobs/land/ad/5678824411?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=83690547EBAB9EC8A216186247032DDDD2CCB9A7,Unclear
Adzuna,Quality Data Analyst,Latitude Recruitment,"Portsmouth, Hampshire","Our clients based closed to Portsmouth have an exciting opportunity for a Quality Data Analyst to join their growing team. The Quality Systems Analyst is responsible for the development, automation, a",https://www.adzuna.co.uk/jobs/land/ad/5671796499?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=850D367F7E3D2593DA3B7F7B21EFD9D687218D84,Unclear
Adzuna,Data Analyst,Redcentric,"Birmingham, West Midlands","About the Role At RedCentric, data drives our decisions and fuels our growth. We are seeking a skilled Data Analyst to join our team and transform complex data into actionable insights that empower ou",https://www.adzuna.co.uk/jobs/details/5689935605?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,DATA ANALYST,Felix Consultants,"Solihull, West Midlands","We are seeking a detail-oriented and analytical Data Analyst to support data-driven decision-making across the organization. The ideal candidate will collect, analyze, and interpret data to generate a",https://www.adzuna.co.uk/jobs/details/5669725390?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Technical Governance Data Analyst,Pilgrims Europe,"Craigavon, Northern Ireland","Technical Governance Data Analyst Location: Craigavon Join Pilgrim's as our next Technical Governance Data Analyst and play a key role in improving food safety, quality, and performance across our Eur",https://www.adzuna.co.uk/jobs/land/ad/5683762886?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=7032D78551415E42D0BCCF9EF1804AD5F49471D6,Unclear
Adzuna,Data Analyst,Vehicle Data Global Ltd,"Chesterfield, Derbyshire","Data Analyst | Chesterfield | Starting at £26,000 Are you passionate about data and fascinated by cars and road vehicles? Ready to take the next step in your analytics career? We’re looking for a deta",https://www.adzuna.co.uk/jobs/land/ad/5669783048?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=9670F05AA1865DAACA359CC5E5E17F9C00B08F4B,Unclear
Adzuna,Data Analyst,Jackson Hogg,"Darlington, County Durham",emp Data Analyst – Healthcare Competitor Analysis Fully Remote | Immediate Start | 8 weeks Must have Healthcare sector experience We need a hands-on data analyst to deliver a focused healthcare compet,https://www.adzuna.co.uk/jobs/land/ad/5676938496?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=36C32F30732DE13F4DAF01F94C06F76683281972,Unclear
Adzuna,Data Analyst,TXP Technology x People,"Surrey, South East England","Data Analyst (Junior to mid-level) Standard BPSS required to onboard Duration: 6 months Location: Remote working with 1 day per week in Redhill, Surrey £350.00 Per Day - Inside IR35 via Umbrella Our w",https://www.adzuna.co.uk/jobs/land/ad/5676943881?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=D0B9D0E76333CEEFADA14C27D43AEB89A397C8A8,Unclear
Adzuna,Data Analyst,INTEC SELECT LIMITED,"Reading, Berkshire",Data Analyst (HR Data / HRIS) Hybrid – Reading (2x PW) 6 Months (initial) SC Clearance Required The OpportunityAn exciting opportunity has arisen for an SC Cleared HR Data Analyst to join a high-profi,https://www.adzuna.co.uk/jobs/land/ad/5683185588?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=C7B89B68C33B842CA0FC2244D71581490DF7468C,Unclear
Adzuna,Digital Data Analyst (12 month contract),Rentokil - Initial,"Belfast, Northern Ireland",Related Jobs Media Digital Data Analyst (hybrid) Media Digital Data Analyst (hybrid) Graduate Digital & Data Analyst Programme Commercial Data Analyst Data Analyst 2026 Apprentice - Digital (Data Scie,https://www.adzuna.co.uk/jobs/details/5674845750?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst (Entry-Level / Early Career) - UK,Unison Infrastructure,"Bristol, South West England",Unison is a telecom and renewables infrastructure investment firm funded in partnership with Ardian - the global investment house based in Paris with over $150 billion in assets under management. Unis,https://www.adzuna.co.uk/jobs/details/5688573020?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"Luton, Bedfordshire","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5675955700?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F633135BB55CADE05C46C0AE9E9DE98DA649D8C2,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"Wolverhampton, West Midlands","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5676939441?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=2338C79888FE9C9B67D7A92363F0915CFAB49185,Unclear
